PlantID,PlantCharacteristicName,PlantCharacteristicValue,PlantCharacteristicCategory,CultivarName,SynonymName
28744,Growth Rate,Moderate,Morphology/Physiology,,
28744,"Height, Mature (feet)",0.8,Morphology/Physiology,,
28744,Known Allelopath,No,Morphology/Physiology,,
28744,Leaf Retention,No,Morphology/Physiology,,
28744,Lifespan,Moderate,Morphology/Physiology,,
28744,Low Growing Grass,No,Morphology/Physiology,,
28744,Nitrogen Fixation,None,Morphology/Physiology,,
28744,Resprout Ability,No,Morphology/Physiology,,
28744,Shape and Orientation,Erect,Morphology/Physiology,,
28744,Toxicity,None,Morphology/Physiology,,
28744,Adapted to Coarse Textured Soils,No,Growth Requirements,,
28744,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
28744,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
28744,Anaerobic Tolerance,Medium,Growth Requirements,,
28744,CaCO3 Tolerance,Medium,Growth Requirements,,
28744,Cold Stratification Required,No,Growth Requirements,,
28744,Drought Tolerance,Medium,Growth Requirements,,
28744,Fertility Requirement,Medium,Growth Requirements,,
28744,Fire Tolerance,High,Growth Requirements,,
28744,"Frost Free Days, Minimum",120,Growth Requirements,,
28744,Hedge Tolerance,None,Growth Requirements,,
28744,Moisture Use,Medium,Growth Requirements,,
28744,"pH, Maximum",7.3,Growth Requirements,,
28744,"pH, Minimum",5.2,Growth Requirements,,
28744,"Planting Density per Acre, Maximum",11000,Growth Requirements,,
28744,"Planting Density per Acre, Minimum",4800,Growth Requirements,,
28744,"Precipitation, Maximum",55,Growth Requirements,,
28744,"Precipitation, Minimum",18,Growth Requirements,,
28744,"Root Depth, Minimum (inches)",7,Growth Requirements,,
28744,Salinity Tolerance,None,Growth Requirements,,
28744,Shade Tolerance,Intermediate,Growth Requirements,,
28744,"Temperature, Minimum (°F)",-33,Growth Requirements,,
28744,Bloom Period,Early Spring,Reproduction,,
28744,Commercial Availability,Routinely Available,Reproduction,,
28744,Fruit/Seed Abundance,Low,Reproduction,,
28744,Fruit/Seed Period Begin,Spring,Reproduction,,
28744,Fruit/Seed Period End,Summer,Reproduction,,
28744,Fruit/Seed Persistence,No,Reproduction,,
28744,Propagated by Bare Root,No,Reproduction,,
28744,Propagated by Bulb,No,Reproduction,,
28744,Propagated by Container,No,Reproduction,,
28744,Propagated by Corm,Yes,Reproduction,,
28744,Propagated by Cuttings,No,Reproduction,,
28744,Propagated by Seed,Yes,Reproduction,,
28744,Propagated by Sod,No,Reproduction,,
28744,Propagated by Sprigs,No,Reproduction,,
28744,Propagated by Tubers,No,Reproduction,,
28744,Seed Spread Rate,Slow,Reproduction,,
28744,Seedling Vigor,Medium,Reproduction,,
28744,Small Grain,No,Reproduction,,
28744,Vegetative Spread Rate,Slow,Reproduction,,
28744,Berry/Nut/Seed Product,No,Suitability/Use,,
28744,Christmas Tree Product,No,Suitability/Use,,
28744,Fodder Product,No,Suitability/Use,,
28744,Lumber Product,No,Suitability/Use,,
28744,Naval Store Product,No,Suitability/Use,,
28744,Nursery Stock Product,No,Suitability/Use,,
28744,Palatable Human,No,Suitability/Use,,
28744,Post Product,No,Suitability/Use,,
28744,Pulpwood Product,No,Suitability/Use,,
28744,Veneer Product,No,Suitability/Use,,
83642,Active Growth Period,Summer,Morphology/Physiology,,
83642,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
83642,Bloat,None,Morphology/Physiology,,
83642,Coppice Potential,No,Morphology/Physiology,,
83642,Fall Conspicuous,No,Morphology/Physiology,,
83642,Fire Resistant,No,Morphology/Physiology,,
83642,Flower Color,Yellow,Morphology/Physiology,,
83642,Flower Conspicuous,No,Morphology/Physiology,,
83642,Foliage Color,Green,Morphology/Physiology,,
83642,Foliage Porosity Summer,Moderate,Morphology/Physiology,,
83642,Foliage Porosity Winter,Porous,Morphology/Physiology,,
83642,Foliage Texture,Medium,Morphology/Physiology,,
83642,Fruit/Seed Color,Brown,Morphology/Physiology,,
83642,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
83642,Growth Form,Single Crown,Morphology/Physiology,,
83642,Growth Rate,Rapid,Morphology/Physiology,,
83642,"Height, Mature (feet)",4.9,Morphology/Physiology,,
83642,Known Allelopath,No,Morphology/Physiology,,
83642,Leaf Retention,No,Morphology/Physiology,,
83642,Low Growing Grass,No,Morphology/Physiology,,
83642,Nitrogen Fixation,None,Morphology/Physiology,,
83642,Resprout Ability,No,Morphology/Physiology,,
83642,Shape and Orientation,Erect,Morphology/Physiology,,
83642,Toxicity,None,Morphology/Physiology,,
83642,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
83642,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
83642,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
83642,Anaerobic Tolerance,Low,Growth Requirements,,
83642,CaCO3 Tolerance,Low,Growth Requirements,,
83642,Cold Stratification Required,No,Growth Requirements,,
83642,Drought Tolerance,Low,Growth Requirements,,
83642,Fertility Requirement,Medium,Growth Requirements,,
83642,Fire Tolerance,Medium,Growth Requirements,,
83642,"Frost Free Days, Minimum",95,Growth Requirements,,
83642,Hedge Tolerance,None,Growth Requirements,,
83642,Moisture Use,Medium,Growth Requirements,,
83642,"pH, Maximum",7.4,Growth Requirements,,
83642,"pH, Minimum",6.4,Growth Requirements,,
83642,"Precipitation, Maximum",50,Growth Requirements,,
83642,"Precipitation, Minimum",14,Growth Requirements,,
83642,"Root Depth, Minimum (inches)",14,Growth Requirements,,
83642,Salinity Tolerance,None,Growth Requirements,,
83642,Shade Tolerance,Tolerant,Growth Requirements,,
83642,"Temperature, Minimum (°F)",32,Growth Requirements,,
83642,Bloom Period,Indeterminate,Reproduction,,
83642,Commercial Availability,Routinely Available,Reproduction,,
83642,Fruit/Seed Abundance,Medium,Reproduction,,
83642,Fruit/Seed Period Begin,Summer,Reproduction,,
83642,Fruit/Seed Period End,Fall,Reproduction,,
83642,Fruit/Seed Persistence,No,Reproduction,,
83642,Propagated by Bare Root,No,Reproduction,,
83642,Propagated by Bulb,No,Reproduction,,
83642,Propagated by Container,No,Reproduction,,
83642,Propagated by Corm,No,Reproduction,,
83642,Propagated by Cuttings,No,Reproduction,,
83642,Propagated by Seed,Yes,Reproduction,,
83642,Propagated by Sod,No,Reproduction,,
83642,Propagated by Sprigs,No,Reproduction,,
83642,Propagated by Tubers,No,Reproduction,,
83642,Seed per Pound,700000,Reproduction,,
83642,Seed Spread Rate,Slow,Reproduction,,
83642,Seedling Vigor,High,Reproduction,,
83642,Small Grain,No,Reproduction,,
83642,Vegetative Spread Rate,None,Reproduction,,
83642,Berry/Nut/Seed Product,No,Suitability/Use,,
83642,Christmas Tree Product,No,Suitability/Use,,
83642,Fodder Product,No,Suitability/Use,,
83642,Lumber Product,No,Suitability/Use,,
83642,Naval Store Product,No,Suitability/Use,,
83642,Nursery Stock Product,No,Suitability/Use,,
83642,Palatable Human,No,Suitability/Use,,
83642,Post Product,No,Suitability/Use,,
83642,Pulpwood Product,No,Suitability/Use,,
83642,Veneer Product,No,Suitability/Use,,
83653,Active Growth Period,Summer,Morphology/Physiology,,
83653,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
83653,Bloat,None,Morphology/Physiology,,
83653,Coppice Potential,No,Morphology/Physiology,,
83653,Fall Conspicuous,No,Morphology/Physiology,,
83653,Fire Resistant,No,Morphology/Physiology,,
83653,Flower Color,Yellow,Morphology/Physiology,,
83653,Flower Conspicuous,No,Morphology/Physiology,,
83653,Foliage Color,Green,Morphology/Physiology,,
83653,Foliage Porosity Summer,Moderate,Morphology/Physiology,,
83653,Foliage Porosity Winter,Porous,Morphology/Physiology,,
83653,Foliage Texture,Medium,Morphology/Physiology,,
83653,Fruit/Seed Color,Brown,Morphology/Physiology,,
83653,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
83653,Growth Form,Single Crown,Morphology/Physiology,,
83653,Growth Rate,Rapid,Morphology/Physiology,,
83653,"Height, Mature (feet)",8.2,Morphology/Physiology,,
83653,Known Allelopath,No,Morphology/Physiology,,
83653,Leaf Retention,No,Morphology/Physiology,,
83653,Low Growing Grass,No,Morphology/Physiology,,
83653,Nitrogen Fixation,None,Morphology/Physiology,,
83653,Resprout Ability,No,Morphology/Physiology,,
83653,Shape and Orientation,Erect,Morphology/Physiology,,
83653,Toxicity,None,Morphology/Physiology,,
83653,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
83653,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
83653,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
83653,Anaerobic Tolerance,Low,Growth Requirements,,
83653,CaCO3 Tolerance,High,Growth Requirements,,
83653,Cold Stratification Required,No,Growth Requirements,,
83653,Drought Tolerance,Low,Growth Requirements,,
83653,Fertility Requirement,Medium,Growth Requirements,,
83653,Fire Tolerance,Medium,Growth Requirements,,
83653,"Frost Free Days, Minimum",110,Growth Requirements,,
83653,Hedge Tolerance,None,Growth Requirements,,
83653,Moisture Use,Medium,Growth Requirements,,
83653,"pH, Maximum",7.4,Growth Requirements,,
83653,"pH, Minimum",6.8,Growth Requirements,,
83653,"Precipitation, Maximum",50,Growth Requirements,,
83653,"Precipitation, Minimum",28,Growth Requirements,,
83653,"Root Depth, Minimum (inches)",14,Growth Requirements,,
83653,Salinity Tolerance,None,Growth Requirements,,
83653,Shade Tolerance,Tolerant,Growth Requirements,,
83653,"Temperature, Minimum (°F)",32,Growth Requirements,,
83653,Bloom Period,Indeterminate,Reproduction,,
83653,Commercial Availability,Routinely Available,Reproduction,,
83653,Fruit/Seed Abundance,High,Reproduction,,
83653,Fruit/Seed Period Begin,Summer,Reproduction,,
83653,Fruit/Seed Period End,Fall,Reproduction,,
83653,Fruit/Seed Persistence,No,Reproduction,,
83653,Propagated by Bare Root,No,Reproduction,,
83653,Propagated by Bulb,No,Reproduction,,
83653,Propagated by Container,No,Reproduction,,
83653,Propagated by Corm,No,Reproduction,,
83653,Propagated by Cuttings,No,Reproduction,,
83653,Propagated by Seed,Yes,Reproduction,,
83653,Propagated by Sod,No,Reproduction,,
83653,Propagated by Sprigs,No,Reproduction,,
83653,Propagated by Tubers,No,Reproduction,,
83653,Seed per Pound,700000,Reproduction,,
83653,Seed Spread Rate,Slow,Reproduction,,
83653,Seedling Vigor,High,Reproduction,,
83653,Small Grain,No,Reproduction,,
83653,Vegetative Spread Rate,None,Reproduction,,
83653,Berry/Nut/Seed Product,No,Suitability/Use,,
83653,Christmas Tree Product,No,Suitability/Use,,
83653,Fodder Product,No,Suitability/Use,,
83653,Lumber Product,No,Suitability/Use,,
83653,Naval Store Product,No,Suitability/Use,,
83653,Nursery Stock Product,No,Suitability/Use,,
83653,Palatable Human,No,Suitability/Use,,
83653,Post Product,No,Suitability/Use,,
83653,Pulpwood Product,No,Suitability/Use,,
83653,Veneer Product,No,Suitability/Use,,
68521,Active Growth Period,Spring and Summer,Morphology/Physiology,,
68521,Bloat,None,Morphology/Physiology,,
68521,C:N Ratio,High,Morphology/Physiology,,
68521,Coppice Potential,No,Morphology/Physiology,,
68521,Fall Conspicuous,No,Morphology/Physiology,,
68521,Fire Resistant,No,Morphology/Physiology,,
68521,Flower Color,Yellow,Morphology/Physiology,,
68521,Flower Conspicuous,Yes,Morphology/Physiology,,
68521,Foliage Color,Green,Morphology/Physiology,,
68521,Foliage Porosity Summer,Moderate,Morphology/Physiology,,
68521,Foliage Porosity Winter,Porous,Morphology/Physiology,,
68521,Foliage Texture,Medium,Morphology/Physiology,,
68521,Fruit/Seed Color,Brown,Morphology/Physiology,,
68521,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
68521,Growth Form,Single Crown,Morphology/Physiology,,
68521,Growth Rate,Moderate,Morphology/Physiology,,
68521,"Height, Mature (feet)",3.2,Morphology/Physiology,,
68521,Known Allelopath,No,Morphology/Physiology,,
68521,Leaf Retention,No,Morphology/Physiology,,
68521,Lifespan,Moderate,Morphology/Physiology,,
68521,Low Growing Grass,No,Morphology/Physiology,,
68521,Nitrogen Fixation,None,Morphology/Physiology,,
68521,Resprout Ability,No,Morphology/Physiology,,
68521,Shape and Orientation,Erect,Morphology/Physiology,,
68521,Toxicity,None,Morphology/Physiology,,
68521,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
68521,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
68521,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
68521,Anaerobic Tolerance,Medium,Growth Requirements,,
68521,CaCO3 Tolerance,Low,Growth Requirements,,
68521,Cold Stratification Required,No,Growth Requirements,,
68521,Drought Tolerance,Low,Growth Requirements,,
68521,Fertility Requirement,Medium,Growth Requirements,,
68521,Fire Tolerance,Low,Growth Requirements,,
68521,"Frost Free Days, Minimum",100,Growth Requirements,,
68521,Hedge Tolerance,None,Growth Requirements,,
68521,Moisture Use,High,Growth Requirements,,
68521,"pH, Maximum",7.2,Growth Requirements,,
68521,"pH, Minimum",4.6,Growth Requirements,,
68521,"Planting Density per Acre, Maximum",7000,Growth Requirements,,
68521,"Planting Density per Acre, Minimum",4800,Growth Requirements,,
68521,"Precipitation, Maximum",55,Growth Requirements,,
68521,"Precipitation, Minimum",30,Growth Requirements,,
68521,"Root Depth, Minimum (inches)",10,Growth Requirements,,
68521,Salinity Tolerance,None,Growth Requirements,,
68521,Shade Tolerance,Intermediate,Growth Requirements,,
68521,"Temperature, Minimum (°F)",-28,Growth Requirements,,
68521,Bloom Period,Late Spring,Reproduction,,
68521,Commercial Availability,No Known Source,Reproduction,,
68521,Fruit/Seed Abundance,Medium,Reproduction,,
68521,Fruit/Seed Period Begin,Summer,Reproduction,,
68521,Fruit/Seed Period End,Summer,Reproduction,,
68521,Fruit/Seed Persistence,No,Reproduction,,
68521,Propagated by Bare Root,No,Reproduction,,
68521,Propagated by Bulb,No,Reproduction,,
68521,Propagated by Container,No,Reproduction,,
68521,Propagated by Corm,No,Reproduction,,
68521,Propagated by Cuttings,No,Reproduction,,
68521,Propagated by Seed,No,Reproduction,,
68521,Propagated by Sod,No,Reproduction,,
68521,Propagated by Sprigs,Yes,Reproduction,,
68521,Propagated by Tubers,No,Reproduction,,
68521,Seed Spread Rate,Moderate,Reproduction,,
68521,Seedling Vigor,Medium,Reproduction,,
68521,Small Grain,No,Reproduction,,
68521,Vegetative Spread Rate,None,Reproduction,,
68521,Berry/Nut/Seed Product,No,Suitability/Use,,
68521,Christmas Tree Product,No,Suitability/Use,,
68521,Fodder Product,No,Suitability/Use,,
68521,Lumber Product,No,Suitability/Use,,
68521,Naval Store Product,No,Suitability/Use,,
68521,Nursery Stock Product,No,Suitability/Use,,
68521,Palatable Human,No,Suitability/Use,,
68521,Post Product,No,Suitability/Use,,
68521,Pulpwood Product,No,Suitability/Use,,
68521,Veneer Product,No,Suitability/Use,,
68525,Active Growth Period,Summer,Morphology/Physiology,,
68525,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
68525,Bloat,None,Morphology/Physiology,,
68525,C:N Ratio,Medium,Morphology/Physiology,,
68525,Coppice Potential,No,Morphology/Physiology,,
68525,Fall Conspicuous,No,Morphology/Physiology,,
68525,Fire Resistant,No,Morphology/Physiology,,
68525,Flower Color,Yellow,Morphology/Physiology,,
68525,Flower Conspicuous,Yes,Morphology/Physiology,,
68525,Foliage Color,Green,Morphology/Physiology,,
68525,Foliage Porosity Summer,Moderate,Morphology/Physiology,,
68525,Foliage Porosity Winter,Porous,Morphology/Physiology,,
68525,Foliage Texture,Coarse,Morphology/Physiology,,
68525,Fruit/Seed Color,Brown,Morphology/Physiology,,
68525,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
68525,Growth Form,Single Crown,Morphology/Physiology,,
68525,Growth Rate,Moderate,Morphology/Physiology,,
68525,"Height, Mature (feet)",3.0,Morphology/Physiology,,
68525,Known Allelopath,No,Morphology/Physiology,,
68525,Leaf Retention,No,Morphology/Physiology,,
68525,Lifespan,Moderate,Morphology/Physiology,,
68525,Low Growing Grass,No,Morphology/Physiology,,
68525,Nitrogen Fixation,None,Morphology/Physiology,,
68525,Resprout Ability,No,Morphology/Physiology,,
68525,Shape and Orientation,Erect,Morphology/Physiology,,
68525,Toxicity,None,Morphology/Physiology,,
68525,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
68525,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
68525,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
68525,Anaerobic Tolerance,Medium,Growth Requirements,,
68525,CaCO3 Tolerance,Low,Growth Requirements,,
68525,Cold Stratification Required,Yes,Growth Requirements,,
68525,Drought Tolerance,Low,Growth Requirements,,
68525,Fertility Requirement,Medium,Growth Requirements,,
68525,Fire Tolerance,Medium,Growth Requirements,,
68525,"Frost Free Days, Minimum",95,Growth Requirements,,
68525,Hedge Tolerance,None,Growth Requirements,,
68525,Moisture Use,Medium,Growth Requirements,,
68525,"pH, Maximum",7.0,Growth Requirements,,
68525,"pH, Minimum",4.6,Growth Requirements,,
68525,"Planting Density per Acre, Maximum",7000,Growth Requirements,,
68525,"Planting Density per Acre, Minimum",4800,Growth Requirements,,
68525,"Precipitation, Maximum",55,Growth Requirements,,
68525,"Precipitation, Minimum",32,Growth Requirements,,
68525,"Root Depth, Minimum (inches)",10,Growth Requirements,,
68525,Salinity Tolerance,None,Growth Requirements,,
68525,Shade Tolerance,Tolerant,Growth Requirements,,
68525,"Temperature, Minimum (°F)",-33,Growth Requirements,,
68525,Bloom Period,Early Summer,Reproduction,,
68525,Commercial Availability,No Known Source,Reproduction,,
68525,Fruit/Seed Abundance,Medium,Reproduction,,
68525,Fruit/Seed Period Begin,Summer,Reproduction,,
68525,Fruit/Seed Period End,Summer,Reproduction,,
68525,Fruit/Seed Persistence,No,Reproduction,,
68525,Propagated by Bare Root,No,Reproduction,,
68525,Propagated by Bulb,No,Reproduction,,
68525,Propagated by Container,No,Reproduction,,
68525,Propagated by Corm,No,Reproduction,,
68525,Propagated by Cuttings,No,Reproduction,,
68525,Propagated by Seed,No,Reproduction,,
68525,Propagated by Sod,No,Reproduction,,
68525,Propagated by Sprigs,Yes,Reproduction,,
68525,Propagated by Tubers,No,Reproduction,,
68525,Seed Spread Rate,Slow,Reproduction,,
68525,Seedling Vigor,Medium,Reproduction,,
68525,Small Grain,No,Reproduction,,
68525,Vegetative Spread Rate,None,Reproduction,,
68525,Berry/Nut/Seed Product,No,Suitability/Use,,
68525,Christmas Tree Product,No,Suitability/Use,,
68525,Fodder Product,No,Suitability/Use,,
68525,Lumber Product,No,Suitability/Use,,
68525,Naval Store Product,No,Suitability/Use,,
68525,Nursery Stock Product,No,Suitability/Use,,
68525,Palatable Human,No,Suitability/Use,,
68525,Post Product,No,Suitability/Use,,
68525,Pulpwood Product,No,Suitability/Use,,
68525,Veneer Product,No,Suitability/Use,,
27620,Active Growth Period,Spring,Morphology/Physiology,,
27620,Bloat,None,Morphology/Physiology,,
27620,Coppice Potential,No,Morphology/Physiology,,
27620,Fall Conspicuous,No,Morphology/Physiology,,
27620,Fire Resistant,No,Morphology/Physiology,,
27620,Flower Color,Blue,Morphology/Physiology,,
27620,Flower Conspicuous,Yes,Morphology/Physiology,,
27620,Foliage Color,Green,Morphology/Physiology,,
27620,Foliage Porosity Summer,Porous,Morphology/Physiology,,
27620,Foliage Porosity Winter,Porous,Morphology/Physiology,,
27620,Foliage Texture,Coarse,Morphology/Physiology,,
27620,Fruit/Seed Color,Black,Morphology/Physiology,,
27620,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
27620,Growth Form,Rhizomatous,Morphology/Physiology,,
27620,Growth Rate,Moderate,Morphology/Physiology,,
27620,"Height, Mature (feet)",3.3,Morphology/Physiology,,
27620,Known Allelopath,No,Morphology/Physiology,,
27620,Leaf Retention,No,Morphology/Physiology,,
27620,Lifespan,Moderate,Morphology/Physiology,,
27620,Low Growing Grass,No,Morphology/Physiology,,
27620,Nitrogen Fixation,None,Morphology/Physiology,,
27620,Resprout Ability,No,Morphology/Physiology,,
27620,Shape and Orientation,Erect,Morphology/Physiology,,
27620,Toxicity,None,Morphology/Physiology,,
27620,Adapted to Coarse Textured Soils,No,Growth Requirements,,
27620,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
27620,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
27620,Anaerobic Tolerance,High,Growth Requirements,,
27620,CaCO3 Tolerance,Low,Growth Requirements,,
27620,Cold Stratification Required,No,Growth Requirements,,
27620,Drought Tolerance,None,Growth Requirements,,
27620,Fertility Requirement,Medium,Growth Requirements,,
27620,Fire Tolerance,None,Growth Requirements,,
27620,"Frost Free Days, Minimum",200,Growth Requirements,,
27620,Hedge Tolerance,None,Growth Requirements,,
27620,Moisture Use,High,Growth Requirements,,
27620,"pH, Maximum",7.3,Growth Requirements,,
27620,"pH, Minimum",4.8,Growth Requirements,,
27620,"Planting Density per Acre, Maximum",10912,Growth Requirements,,
27620,"Planting Density per Acre, Minimum",2728,Growth Requirements,,
27620,"Precipitation, Maximum",65,Growth Requirements,,
27620,"Precipitation, Minimum",45,Growth Requirements,,
27620,"Root Depth, Minimum (inches)",6,Growth Requirements,,
27620,Salinity Tolerance,None,Growth Requirements,,
27620,Shade Tolerance,Tolerant,Growth Requirements,,
27620,"Temperature, Minimum (°F)",12,Growth Requirements,,
27620,Bloom Period,Spring,Reproduction,,
27620,Commercial Availability,Routinely Available,Reproduction,,
27620,Fruit/Seed Abundance,Low,Reproduction,,
27620,Fruit/Seed Period Begin,Summer,Reproduction,,
27620,Fruit/Seed Period End,Fall,Reproduction,,
27620,Fruit/Seed Persistence,No,Reproduction,,
27620,Propagated by Bare Root,No,Reproduction,,
27620,Propagated by Bulb,Yes,Reproduction,,
27620,Propagated by Container,No,Reproduction,,
27620,Propagated by Corm,No,Reproduction,,
27620,Propagated by Cuttings,No,Reproduction,,
27620,Propagated by Seed,Yes,Reproduction,,
27620,Propagated by Sod,No,Reproduction,,
27620,Propagated by Sprigs,No,Reproduction,,
27620,Propagated by Tubers,No,Reproduction,,
27620,Seed Spread Rate,Slow,Reproduction,,
27620,Seedling Vigor,Medium,Reproduction,,
27620,Small Grain,No,Reproduction,,
27620,Vegetative Spread Rate,Moderate,Reproduction,,
27620,Berry/Nut/Seed Product,No,Suitability/Use,,
27620,Christmas Tree Product,No,Suitability/Use,,
27620,Fodder Product,No,Suitability/Use,,
27620,Lumber Product,No,Suitability/Use,,
27620,Naval Store Product,No,Suitability/Use,,
27620,Nursery Stock Product,Yes,Suitability/Use,,
27620,Palatable Browse Animal,Low,Suitability/Use,,
27620,Palatable Graze Animal,Low,Suitability/Use,,
27620,Palatable Human,No,Suitability/Use,,
27620,Post Product,No,Suitability/Use,,
27620,Pulpwood Product,No,Suitability/Use,,
27620,Veneer Product,No,Suitability/Use,,
70665,Active Growth Period,Spring and Summer,Morphology/Physiology,,
70665,Bloat,None,Morphology/Physiology,,
70665,C:N Ratio,High,Morphology/Physiology,,
70665,Coppice Potential,Yes,Morphology/Physiology,,
70665,Fall Conspicuous,Yes,Morphology/Physiology,,
70665,Fire Resistant,No,Morphology/Physiology,,
70665,Flower Color,Green,Morphology/Physiology,,
70665,Flower Conspicuous,No,Morphology/Physiology,,
70665,Foliage Color,Green,Morphology/Physiology,,
70665,Foliage Porosity Summer,Moderate,Morphology/Physiology,,
70665,Foliage Porosity Winter,Porous,Morphology/Physiology,,
70665,Foliage Texture,Coarse,Morphology/Physiology,,
70665,Fruit/Seed Color,Brown,Morphology/Physiology,,
70665,Fruit/Seed Conspicuous,Yes,Morphology/Physiology,,
70665,Growth Form,Single Stem,Morphology/Physiology,,
70665,Growth Rate,Rapid,Morphology/Physiology,,
70665,"Height at 20 Years, Maximum (feet)",20,Morphology/Physiology,,
70665,"Height, Mature (feet)",80.0,Morphology/Physiology,,
70665,Known Allelopath,Yes,Morphology/Physiology,,
70665,Leaf Retention,No,Morphology/Physiology,,
70665,Lifespan,Short,Morphology/Physiology,,
70665,Low Growing Grass,No,Morphology/Physiology,,
70665,Nitrogen Fixation,None,Morphology/Physiology,,
70665,Resprout Ability,Yes,Morphology/Physiology,,
70665,Shape and Orientation,Erect,Morphology/Physiology,,
70665,Toxicity,Slight,Morphology/Physiology,,
70665,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
70665,Adapted to Fine Textured Soils,No,Growth Requirements,,
70665,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
70665,Anaerobic Tolerance,None,Growth Requirements,,
70665,CaCO3 Tolerance,None,Growth Requirements,,
70665,Cold Stratification Required,Yes,Growth Requirements,,
70665,Drought Tolerance,Low,Growth Requirements,,
70665,Fertility Requirement,Medium,Growth Requirements,,
70665,Fire Tolerance,Low,Growth Requirements,,
70665,"Frost Free Days, Minimum",105,Growth Requirements,,
70665,Hedge Tolerance,Low,Growth Requirements,,
70665,Moisture Use,Medium,Growth Requirements,,
70665,"pH, Maximum",7.0,Growth Requirements,,
70665,"pH, Minimum",6.0,Growth Requirements,,
70665,"Planting Density per Acre, Maximum",800,Growth Requirements,,
70665,"Planting Density per Acre, Minimum",100,Growth Requirements,,
70665,"Precipitation, Maximum",80,Growth Requirements,,
70665,"Precipitation, Minimum",25,Growth Requirements,,
70665,"Root Depth, Minimum (inches)",40,Growth Requirements,,
70665,Salinity Tolerance,None,Growth Requirements,,
70665,Shade Tolerance,Intolerant,Growth Requirements,,
70665,"Temperature, Minimum (°F)",-33,Growth Requirements,,
70665,Bloom Period,Late Spring,Reproduction,,
70665,Commercial Availability,Routinely Available,Reproduction,,
70665,Fruit/Seed Abundance,Medium,Reproduction,,
70665,Fruit/Seed Period Begin,Fall,Reproduction,,
70665,Fruit/Seed Period End,Winter,Reproduction,,
70665,Fruit/Seed Persistence,Yes,Reproduction,,
70665,Propagated by Bare Root,Yes,Reproduction,,
70665,Propagated by Bulb,No,Reproduction,,
70665,Propagated by Container,Yes,Reproduction,,
70665,Propagated by Corm,No,Reproduction,,
70665,Propagated by Cuttings,No,Reproduction,,
70665,Propagated by Seed,Yes,Reproduction,,
70665,Propagated by Sod,No,Reproduction,,
70665,Propagated by Sprigs,No,Reproduction,,
70665,Propagated by Tubers,No,Reproduction,,
70665,Seed per Pound,30,Reproduction,,
70665,Seed Spread Rate,Slow,Reproduction,,
70665,Seedling Vigor,High,Reproduction,,
70665,Small Grain,No,Reproduction,,
70665,Vegetative Spread Rate,None,Reproduction,,
70665,Berry/Nut/Seed Product,Yes,Suitability/Use,,
70665,Christmas Tree Product,No,Suitability/Use,,
70665,Fodder Product,No,Suitability/Use,,
70665,Fuelwood Product,High,Suitability/Use,,
70665,Lumber Product,Yes,Suitability/Use,,
70665,Naval Store Product,No,Suitability/Use,,
70665,Nursery Stock Product,Yes,Suitability/Use,,
70665,Palatable Browse Animal,Low,Suitability/Use,,
70665,Palatable Graze Animal,Low,Suitability/Use,,
70665,Palatable Human,Yes,Suitability/Use,,
70665,Post Product,Yes,Suitability/Use,,
70665,Pulpwood Product,Yes,Suitability/Use,,
70665,Veneer Product,Yes,Suitability/Use,,
74975,Active Growth Period,Spring and Summer,Morphology/Physiology,,
74975,Active Growth Period,Spring and Summer,Morphology/Physiology,Winter Red,
74975,Bloat,None,Morphology/Physiology,,
74975,Bloat,None,Morphology/Physiology,Winter Red,
74975,C:N Ratio,High,Morphology/Physiology,,
74975,C:N Ratio,High,Morphology/Physiology,Winter Red,
74975,Coppice Potential,No,Morphology/Physiology,,
74975,Coppice Potential,No,Morphology/Physiology,Winter Red,
74975,Fall Conspicuous,Yes,Morphology/Physiology,,
74975,Fall Conspicuous,Yes,Morphology/Physiology,Winter Red,
74975,Fire Resistant,No,Morphology/Physiology,,
74975,Fire Resistant,No,Morphology/Physiology,Winter Red,
