Symbol,Scientific Name,Common Name,Genus,Species
CADO7,×Calammophila don-hensonii Reznicek & E.J. Judziewicz [Ammophila breviligulata × Calamagrostis canadensis],Henson's calammophila,×Calammophila,don-hensonii
ABBA,Abies balsamea (L.) Mill.,balsam fir,Abies,balsamea
ACGR2,Acalypha gracilens A. Gray,slender threeseed mercury,Acalypha,gracilens
ACRH,Acalypha rhomboidea Raf.,common threeseed mercury,Acalypha,rhomboidea
ACVI,Acalypha virginica L.,Virginia threeseed mercury,Acalypha,virginica
ACNE2,Acer negundo L.,boxelder,Acer,negundo
ACNI5,Acer nigrum Michx. f.,black maple,Acer,nigrum
ACPE,Acer pensylvanicum L.,striped maple,Acer,pensylvanicum
ACRU,Acer rubrum L.,red maple,Acer,rubrum
ACSA2,Acer saccharinum L.,silver maple,Acer,saccharinum
ACSA3,Acer saccharum Marshall,sugar maple,Acer,saccharum
ACSP2,Acer spicatum Lam.,mountain maple,Acer,spicatum
ACMI2,Achillea millefolium L.,common yarrow,Achillea,millefolium
ACMIB,Achillea millefolium L. var. borealis (Bong.) Farw.,boreal yarrow,Achillea,millefolium
ACMIO,Achillea millefolium L. var. occidentalis DC.,western yarrow,Achillea,millefolium
ACAM,Acorus americanus (Raf.) Raf.,sweetflag,Acorus,americanus
ACPA,Actaea pachypoda Elliott,white baneberry,Actaea,pachypoda
ACRA7,Actaea racemosa L.,black baneberry,Actaea,racemosa
ACRAR,Actaea racemosa L. var. racemosa,black bugbane,Actaea,racemosa
ACRU2,Actaea rubra (Aiton) Willd.,red baneberry,Actaea,rubra
ADBI,Adenocaulon bicolor Hook.,American trailplant,Adenocaulon,bicolor
ADAL,Adiantum aleuticum (Rupr.) Paris,Aleutian maidenhair,Adiantum,aleuticum
ADPE,Adiantum pedatum L.,northern maidenhair,Adiantum,pedatum
ADFU,"Adlumia fungosa (Aiton) Greene ex Britton, Sterns & Poggenb.",allegheny vine,Adlumia,fungosa
AEMA2,Aesculus ×marylandica J.R. Booth ex G. Kirchn. [flava × glabra],buckeye,Aesculus,×marylandica
AEGL,Aesculus glabra Willd.,Ohio buckeye,Aesculus,glabra
AGAU3,Agalinis auriculata (Michx.) S.F. Blake,earleaf false foxglove,Agalinis,auriculata
AGGA,Agalinis gattingeri (Small) Small,roundstem false foxglove,Agalinis,gattingeri
AGPA12,Agalinis paupercula (A. Gray) Britton,smallflower false foxglove,Agalinis,paupercula
AGPU5,Agalinis purpurea (L.) Pennell,purple false foxglove,Agalinis,purpurea
AGSK,Agalinis skinneriana (Alph. Wood) Britton,Skinner's false foxglove,Agalinis,skinneriana
AGTE3,Agalinis tenuifolia (Vahl) Raf.,slenderleaf false foxglove,Agalinis,tenuifolia
AGFO,Agastache foeniculum (Pursh) Kuntze,blue giant hyssop,Agastache,foeniculum
AGNE2,Agastache nepetoides (L.) Kuntze,yellow giant hyssop,Agastache,nepetoides
AGSC,Agastache scrophulariifolia (Willd.) Kuntze,purple giant hyssop,Agastache,scrophulariifolia
AGAL5,Ageratina altissima (L.) R.M. King & H. Rob.,white snakeroot,Ageratina,altissima
AGGL,Agoseris glauca (Pursh) Raf.,pale agoseris,Agoseris,glauca
AGGR2,Agrimonia gryposepala Wallr.,tall hairy agrimony,Agrimonia,gryposepala
AGPA6,Agrimonia parviflora Aiton,harvestlice,Agrimonia,parviflora
AGPU,Agrimonia pubescens Wallr.,soft agrimony,Agrimonia,pubescens
AGRO3,Agrimonia rostellata Wallr.,beaked agrimony,Agrimonia,rostellata
AGST,Agrimonia striata Michx.,roadside agrimony,Agrimonia,striata
AGCA4,Agrostis canina L.,velvet bentgrass,Agrostis,canina
AGHY,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb.",winter bentgrass,Agrostis,hyemalis
AGPE,Agrostis perennans (Walter) Tuck.,upland bentgrass,Agrostis,perennans
AGSC5,Agrostis scabra Willd.,rough bentgrass,Agrostis,scabra
ALFA2,Aletris farinosa L.,white colicroot,Aletris,farinosa
ALSU,Alisma subcordatum Raf.,American water plantain,Alisma,subcordatum
ALTR7,Alisma triviale Pursh,northern water plantain,Alisma,triviale
ALBU2,Allium burdickii (Hanes) A.G. Jones,narrowleaf wild leek,Allium,burdickii
ALCA3,Allium canadense L.,meadow garlic,Allium,canadense
ALCE2,Allium cernuum Roth,nodding onion,Allium,cernuum
ALSC,Allium schoenoprasum L.,wild chives,Allium,schoenoprasum
ALST,Allium stellatum Fraser ex Ker Gawl.,autumn onion,Allium,stellatum
ALTR3,Allium tricoccum Aiton,ramp,Allium,tricoccum
ALIN2,Alnus incana (L.) Moench,gray alder,Alnus,incana
ALINR,Alnus incana (L.) Moench ssp. rugosa (Du Roi) R.T. Clausen,speckled alder,Alnus,incana
ALVI5,Alnus viridis (Chaix) DC.,green alder,Alnus,viridis
ALVIC,Alnus viridis (Chaix) DC. ssp. crispa (Aiton) Turrill,mountain alder,Alnus,viridis
ALAE,Alopecurus aequalis Sobol.,shortawn foxtail,Alopecurus,aequalis
ALCA4,Alopecurus carolinianus Walter,Carolina foxtail,Alopecurus,carolinianus
AMAR,Amaranthus arenicola I.M. Johnst.,sandhill amaranth,Amaranthus,arenicola
AMHY,Amaranthus hybridus L.,slim amaranth,Amaranthus,hybridus
AMPO2,Amaranthus powellii S. Watson,Powell's amaranth,Amaranthus,powellii
AMRE,Amaranthus retroflexus L.,redroot amaranth,Amaranthus,retroflexus
AMSP,Amaranthus spinosus L.,spiny amaranth,Amaranthus,spinosus
AMTU,Amaranthus tuberculatus (Moq.) Sauer,roughfruit amaranth,Amaranthus,tuberculatus
AMVI,Amaranthus viridis L.,slender amaranth,Amaranthus,viridis
AMHE3,Ambrosia ×helenae Rouleau [artemisiifolia × trifida],ragweed,Ambrosia,×helenae
AMAR2,Ambrosia artemisiifolia L.,annual ragweed,Ambrosia,artemisiifolia
AMPS,Ambrosia psilostachya DC.,Cuman ragweed,Ambrosia,psilostachya
AMTR,Ambrosia trifida L.,great ragweed,Ambrosia,trifida
AMIN4,Amelanchier ×intermedia Spach (pro sp.) [arborea × canadensis],serviceberry,Amelanchier,×intermedia
AMAR3,Amelanchier arborea (Michx. f.) Fernald,common serviceberry,Amelanchier,arborea
AMBA,Amelanchier bartramiana (Tausch) M. Roem.,oblongfruit serviceberry,Amelanchier,bartramiana
AMHU2,Amelanchier humilis Wiegand,low serviceberry,Amelanchier,humilis
AMIN2,Amelanchier interior E.L. Nielsen,inland serviceberry,Amelanchier,interior
AMLA,Amelanchier laevis Wiegand,Allegheny serviceberry,Amelanchier,laevis
AMSA,Amelanchier sanguinea (Pursh) DC.,roundleaf serviceberry,Amelanchier,sanguinea
AMSAG,Amelanchier sanguinea (Pursh) DC. var. gaspensis Wiegand,Gaspé serviceberry,Amelanchier,sanguinea
AMST80,Amelanchier stolonifera Wiegand,running serviceberry,Amelanchier,stolonifera
AMRO,Amerorchis rotundifolia (Banks ex Pursh) Hultén,roundleaf orchid,Amerorchis,rotundifolia
AMRO3,Ammannia robusta Heer & Regel,grand redstem,Ammannia,robusta
AMBR,Ammophila breviligulata Fernald,American beachgrass,Ammophila,breviligulata
AMCA6,Amorpha canescens Pursh,leadplant,Amorpha,canescens
AMFR,Amorpha fruticosa L.,false indigo bush,Amorpha,fruticosa
AMBR2,Amphicarpaea bracteata (L.) Fernald,American hogpeanut,Amphicarpaea,bracteata
ANMA,Anaphalis margaritacea (L.) Benth.,western pearly everlasting,Anaphalis,margaritacea
ANPO,Andromeda polifolia L.,bog rosemary,Andromeda,polifolia
ANGE,Andropogon gerardii Vitman,big bluestem,Andropogon,gerardii
ANVI2,Andropogon virginicus L.,broomsedge bluestem,Andropogon,virginicus
ANOC2,Androsace occidentalis Pursh,western rockjasmine,Androsace,occidentalis
ANCA8,Anemone canadensis L.,Canadian anemone,Anemone,canadensis
ANCY,Anemone cylindrica A. Gray,candle anemone,Anemone,cylindrica
ANMU,Anemone multifida Poir.,Pacific anemone,Anemone,multifida
ANQU,Anemone quinquefolia L.,wood anemone,Anemone,quinquefolia
ANQUB2,Anemone quinquefolia L. var. bifolia Farw.,twoleaf anemone,Anemone,quinquefolia
ANVI3,Anemone virginiana L.,tall thimbleweed,Anemone,virginiana
ANAT,Angelica atropurpurea L.,purplestem angelica,Angelica,atropurpurea
ANVE,Angelica venenosa (Greenway) Fernald,hairy angelica,Angelica,venenosa
ANHO,Antennaria howellii Greene,Howell's pussytoes,Antennaria,howellii
ANHOC,Antennaria howellii Greene ssp. canadensis (Greene) Bayer,Canadian pussytoes,Antennaria,howellii
ANHOP,Antennaria howellii Greene ssp. petaloidea (Fernald) Bayer,small pussytoes,Antennaria,howellii
ANNE,Antennaria neglecta Greene,field pussytoes,Antennaria,neglecta
ANPA9,Antennaria parlinii Fernald,Parlin's pussytoes,Antennaria,parlinii
ANPA4,Antennaria parvifolia Nutt.,small-leaf pussytoes,Antennaria,parvifolia
ANRO2,Antennaria rosea Greene,rosy pussytoes,Antennaria,rosea
APAM,Apios americana Medik.,groundnut,Apios,americana
APHY,Aplectrum hyemale (Muhl. ex Willd.) Torr.,Adam and Eve,Aplectrum,hyemale
APFL,Apocynum ×floribundum Greene (pro sp.) [androsaemifolium × cannabinum],,Apocynum,×floribundum
APAN2,Apocynum androsaemifolium L.,spreading dogbane,Apocynum,androsaemifolium
APCA,Apocynum cannabinum L.,Indianhemp,Apocynum,cannabinum
AQCA,Aquilegia canadensis L.,red columbine,Aquilegia,canadensis
ARDI2,Arabis ×divaricarpa A. Nelson (pro sp.) [drummondii × holboellii],spreadingpod rockcress,Arabis,×divaricarpa
ARAL8,Arabis alpina L.,alpine rockcress,Arabis,alpina
ARCA,Arabis canadensis L.,sicklepod,Arabis,canadensis
ARDR,Arabis drummondii A. Gray,Drummond's rockcress,Arabis,drummondii
ARGL,Arabis glabra (L.) Bernh.,tower rockcress,Arabis,glabra
ARHI,Arabis hirsuta (L.) Scop.,hairy rockcress,Arabis,hirsuta
ARHIP,Arabis hirsuta (L.) Scop. var. pycnocarpa (M. Hopkins) Rollins,creamflower rockcress,Arabis,hirsuta
ARHO2,Arabis holboellii Hornem.,Holboell's rockcress,Arabis,holboellii
ARHOR,Arabis holboellii Hornem. var. retrofracta (Graham) Rydb.,second rockcress,Arabis,holboellii
ARLA,Arabis laevigata (Muhl. ex Willd.) Poir.,smooth rockcress,Arabis,laevigata
ARLY2,Arabis lyrata L.,lyrate rockcress,Arabis,lyrata
ARMI5,Arabis missouriensis Greene,green rockcress,Arabis,missouriensis
ARSH2,Arabis shortii (Fernald) Gleason,Short's rockcress,Arabis,shortii
ARHI2,Aralia hispida Vent.,bristly sarsaparilla,Aralia,hispida
ARNU2,Aralia nudicaulis L.,wild sarsaparilla,Aralia,nudicaulis
ARRA,Aralia racemosa L.,American spikenard,Aralia,racemosa
ARPU3,Arceuthobium pusillum Peck,eastern dwarf mistletoe,Arceuthobium,pusillum
ARUV,Arctostaphylos uva-ursi (L.) Spreng.,kinnikinnick,Arctostaphylos,uva-ursi
ARBU,Arethusa bulbosa L.,dragon's mouth,Arethusa,bulbosa
ARAL3,Argemone albiflora Hornem.,bluestem pricklypoppy,Argemone,albiflora
ARME4,Argemone mexicana L.,Mexican pricklypoppy,Argemone,mexicana
ARAN7,Argentina anserina (L.) Rydb.,silverweed cinquefoil,Argentina,anserina
ARDR3,Arisaema dracontium (L.) Schott,green dragon,Arisaema,dracontium
ARTR,Arisaema triphyllum (L.) Schott,Jack in the pulpit,Arisaema,triphyllum
ARBA2,Aristida basiramea Engelm. ex Vasey,forked threeawn,Aristida,basiramea
ARDI4,Aristida dichotoma Michx.,churchmouse threeawn,Aristida,dichotoma
ARLO16,Aristida longespica Poir.,slimspike threeawn,Aristida,longespica
AROL,Aristida oligantha Michx.,prairie threeawn,Aristida,oligantha
ARPU8,Aristida purpurascens Poir.,arrowfeather threeawn,Aristida,purpurascens
ARTU,Aristida tuberculosa Nutt.,seaside threeawn,Aristida,tuberculosa
ARMA7,Aristolochia macrophylla Lam.,pipevine,Aristolochia,macrophylla
ARSE3,Aristolochia serpentaria L.,Virginia snakeroot,Aristolochia,serpentaria
ARCO9,Arnica cordifolia Hook.,heartleaf arnica,Arnica,cordifolia
ARAT,Arnoglossum atriplicifolium (L.) H. Rob.,pale Indian plantain,Arnoglossum,atriplicifolium
ARPL4,Arnoglossum plantagineum Raf.,groovestem Indian plantain,Arnoglossum,plantagineum
ARPR2,"Aronia ×prunifolia (Marshall) Rehder, (pro sp.) [arbutifolia × melanocarpa]",purple chokeberry,Aronia,×prunifolia
ARME6,Aronia melanocarpa (Michx.) Elliott,black chokeberry,Aronia,melanocarpa
ARBI2,Artemisia biennis Willd.,biennial wormwood,Artemisia,biennis
ARCA12,Artemisia campestris L.,field sagewort,Artemisia,campestris
ARCA14,Artemisia carruthii Alph. Wood ex Carruth.,Carruth's sagewort,Artemisia,carruthii
ARFR4,Artemisia frigida Willd.,prairie sagewort,Artemisia,frigida
ARLU,Artemisia ludoviciana Nutt.,white sagebrush,Artemisia,ludoviciana
ARDI8,Aruncus dioicus (Walter) Fernald,bride's feathers,Aruncus,dioicus
ASCA,Asarum canadense L.,Canadian wildginger,Asarum,canadense
ASAM,Asclepias amplexicaulis Sm.,clasping milkweed,Asclepias,amplexicaulis
ASEX,Asclepias exaltata L.,poke milkweed,Asclepias,exaltata
ASHI,Asclepias hirtella (Pennell) Woodson,green milkweed,Asclepias,hirtella
ASIN,Asclepias incarnata L.,swamp milkweed,Asclepias,incarnata
ASOV,Asclepias ovalifolia Decne.,oval-leaf milkweed,Asclepias,ovalifolia
ASPU2,Asclepias purpurascens L.,purple milkweed,Asclepias,purpurascens
ASSP,Asclepias speciosa Torr.,showy milkweed,Asclepias,speciosa
ASSU3,Asclepias sullivantii Engelm. ex A. Gray,prairie milkweed,Asclepias,sullivantii
ASSY,Asclepias syriaca L.,common milkweed,Asclepias,syriaca
ASTU,Asclepias tuberosa L.,butterfly milkweed,Asclepias,tuberosa
ASVE,Asclepias verticillata L.,whorled milkweed,Asclepias,verticillata
ASVI,Asclepias viridiflora Raf.,green comet milkweed,Asclepias,viridiflora
ASTR,Asimina triloba (L.) Dunal,pawpaw,Asimina,triloba
ASMO2,Asplenium montanum Willd.,mountain spleenwort,Asplenium,montanum
ASPL,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb.",ebony spleenwort,Asplenium,platyneuron
ASRH2,Asplenium rhizophyllum L.,walking fern,Asplenium,rhizophyllum
ASRU2,Asplenium ruta-muraria L.,wallrue,Asplenium,ruta-muraria
ASSC11,Asplenium scolopendrium L.,Hart's tonguefern,Asplenium,scolopendrium
ASTR2,Asplenium trichomanes L.,maidenhair spleenwort,Asplenium,trichomanes
ASTR10,Asplenium trichomanes-ramosum L.,brightgreen spleenwort,Asplenium,trichomanes-ramosum
ASCA11,Astragalus canadensis L.,Canadian milkvetch,Astragalus,canadensis
ASNE2,Astragalus neglectus (Torr. & A. Gray) Sheldon,Cooper's milkvetch,Astragalus,neglectus
ATFI,Athyrium filix-femina (L.) Roth,common ladyfern,Athyrium,filix-femina
ATFIA,Athyrium filix-femina (L.) Roth ssp. angustum (Willd.) R.T. Clausen,subarctic ladyfern,Athyrium,filix-femina
ATPR,Atriplex prostrata Bouchér ex DC.,triangle orache,Atriplex,prostrata
AUFL,Aureolaria flava (L.) Farw.,smooth yellow false foxglove,Aureolaria,flava
AUPE2,Aureolaria pedicularia (L.) Raf.,fernleaf yellow false foxglove,Aureolaria,pedicularia
AUVI,Aureolaria virginica (L.) Pennell,downy yellow false foxglove,Aureolaria,virginica
AZCA,Azolla caroliniana Willd.,Carolina mosquitofern,Azolla,caroliniana
BAAL,Baptisia alba (L.) Vent.,white wild indigo,Baptisia,alba
BAALM,Baptisia alba (L.) Vent. var. macrophylla (Larisey) Isely,largeleaf wild indigo,Baptisia,alba
BAAU,Baptisia australis (L.) R. Br.,blue wild indigo,Baptisia,australis
BABR2,Baptisia bracteata Muhl. ex Elliott,longbract wild indigo,Baptisia,bracteata
BATI,Baptisia tinctoria (L.) R. Br.,horseflyweed,Baptisia,tinctoria
BAOR,Barbarea orthoceras Ledeb.,American yellowrocket,Barbarea,orthoceras
BAPA2,Bartonia paniculata (Michx.) Muhl.,twining screwstem,Bartonia,paniculata
BAVI3,"Bartonia virginica (L.) Britton, Sterns & Poggenb.",yellow screwstem,Bartonia,virginica
BESY,Beckmannia syzigachne (Steud.) Fernald,American sloughgrass,Beckmannia,syzigachne
BEER,Berula erecta (Huds.) Coville,cutleaf waterparsnip,Berula,erecta
BEBU,Besseya bullii (Eaton) Rydb.,Bull's coraldrops,Besseya,bullii
BEPU3,Betula ×purpusii C.K. Schneid. [alleghaniensis × pumila],birch,Betula,×purpusii
BESA,Betula ×sandbergii Britton [papyrifera × pumila],Sandberg birch,Betula,×sandbergii
BEAL2,Betula alleghaniensis Britton,yellow birch,Betula,alleghaniensis
BEMU2,Betula murrayana Barnes & Dancik,Murray's birch,Betula,murrayana
BENI,Betula nigra L.,river birch,Betula,nigra
BEPA,Betula papyrifera Marshall,paper birch,Betula,papyrifera
BEPAC2,Betula papyrifera Marshall var. cordifolia (Regel) Fernald,mountain paper birch,Betula,papyrifera
BEPU4,Betula pumila L.,bog birch,Betula,pumila
BIAR,Bidens aristosa (Michx.) Britton,bearded beggarticks,Bidens,aristosa
BIBE2,Bidens beckii Torr. ex Spreng.,Beck's water-marigold,Bidens,beckii
BICE,Bidens cernua L.,nodding beggartick,Bidens,cernua
BICO5,Bidens connata Muhl. ex Willd.,purplestem beggarticks,Bidens,connata
BICO,Bidens coronata (L.) Britton,crowned beggarticks,Bidens,coronata
BIDI,Bidens discoidea (Torr. & A. Gray) Britton,small beggarticks,Bidens,discoidea
BIFR,Bidens frondosa L.,devil's beggartick,Bidens,frondosa
BITR,Bidens tripartita L.,threelobe beggarticks,Bidens,tripartita
BIVU,Bidens vulgata Greene,big devils beggartick,Bidens,vulgata
BLCI,Blephilia ciliata (L.) Benth.,downy pagoda-plant,Blephilia,ciliata
BLHI,Blephilia hirsuta (Pursh) Benth.,hairy pagoda-plant,Blephilia,hirsuta
BOCY,Boehmeria cylindrica (L.) Sw.,smallspike false nettle,Boehmeria,cylindrica
BOFL3,Bolboschoenus fluviatilis (Torr.) Soják,river bulrush,Bolboschoenus,fluviatilis
BOMA7,Bolboschoenus maritimus (L.) Palla,cosmopolitan bulrush,Bolboschoenus,maritimus
BOAS,Boltonia asteroides (L.) L'Hér.,white doll's daisy,Boltonia,asteroides
BOAC2,Botrychium acuminatum W.H. Wagner,tailed grapefern,Botrychium,acuminatum
BOCA5,Botrychium campestre W.H. Wagner & Farrar,Iowa moonwort,Botrychium,campestre
BODI2,Botrychium dissectum Spreng.,cutleaf grapefern,Botrychium,dissectum
BOHE5,Botrychium hesperium (Maxon & R.T. Clausen) W.H. Wagner & Lellinger,western moonwort,Botrychium,hesperium
BOLA,Botrychium lanceolatum (S.G. Gmel.) Angstr.,lanceleaf grapefern,Botrychium,lanceolatum
BOLU,Botrychium lunaria (L.) Sw.,common moonwort,Botrychium,lunaria
BOMA2,Botrychium matricariifolium (A. Braun ex Dowell) A. Braun ex W.D.J. Koch,matricary grapefern,Botrychium,matricariifolium
BOMI,Botrychium minganense Victorin,Mingan moonwort,Botrychium,minganense
BOMO2,Botrychium mormo W.H. Wagner,little goblin moonwort,Botrychium,mormo
BOMU,Botrychium multifidum (S.G. Gmel.) Trevis.,leathery grapefern,Botrychium,multifidum
BOON,Botrychium oneidense (Gilbert) House,bluntlobe grapefern,Botrychium,oneidense
BOPA12,Botrychium pallidum W.H. Wagner,pale botrychium,Botrychium,pallidum
BORU,Botrychium rugulosum W.H. Wagner,ternate grapefern,Botrychium,rugulosum
BOSI,Botrychium simplex E. Hitchc.,little grapefern,Botrychium,simplex
BOSP4,Botrychium spathulatum W.H. Wagner,spathulate botrychium,Botrychium,spathulatum
BOVI,Botrychium virginianum (L.) Sw.,rattlesnake fern,Botrychium,virginianum
BOCU,Bouteloua curtipendula (Michx.) Torr.,sideoats grama,Bouteloua,curtipendula
BOGR2,Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths,blue grama,Bouteloua,gracilis
BRAR9,Brachyelytrum aristosum (Michx.) Trel.,northern shorthusk,Brachyelytrum,aristosum
BRER2,Brachyelytrum erectum (Schreb. ex Spreng.) P. Beauv.,bearded shorthusk,Brachyelytrum,erectum
BRSC,Brasenia schreberi J.F. Gmel.,watershield,Brasenia,schreberi
BREU,Brickellia eupatorioides (L.) Shinners,false boneset,Brickellia,eupatorioides
BRCI2,Bromus ciliatus L.,fringed brome,Bromus,ciliatus
BRIN2,Bromus inermis Leyss.,smooth brome,Bromus,inermis
BRINP,Bromus inermis Leyss. ssp. pumpellianus (Scribn.) Wagnon,Pumpelly's brome,Bromus,inermis
BRKA2,Bromus kalmii A. Gray,arctic brome,Bromus,kalmii
BRLA4,Bromus latiglumis (Shear) Hitchc.,earlyleaf brome,Bromus,latiglumis
BRNO,Bromus nottowayanus Fernald,Nottoway Valley brome,Bromus,nottowayanus
BRPU6,Bromus pubescens Muhl. ex Willd.,hairy woodland brome,Bromus,pubescens
BUAM,Buchnera americana L.,American bluehearts,Buchnera,americana
BUCA2,Bulbostylis capillaris (L.) Kunth ex C.B. Clarke,densetuft hairsedge,Bulbostylis,capillaris
CACA,Cabomba caroliniana A. Gray,Carolina fanwort,Cabomba,caroliniana
CAED,Cakile edentula (Bigelow) Hook.,American searocket,Cakile,edentula
CACA4,Calamagrostis canadensis (Michx.) P. Beauv.,bluejoint,Calamagrostis,canadensis
CACAM,Calamagrostis canadensis (Michx.) P. Beauv. var. macouniana (Vasey) Stebbins,Macoun's reedgrass,Calamagrostis,canadensis
CAST36,Calamagrostis stricta (Timm) Koeler,slimstem reedgrass,Calamagrostis,stricta
CASTI3,Calamagrostis stricta (Timm) Koeler ssp. inexpansa (A. Gray) C.W. Greene,northern reedgrass,Calamagrostis,stricta
CALO,Calamovilfa longifolia (Hook.) Scribn.,prairie sandreed,Calamovilfa,longifolia
CAPA,Calla palustris L.,water arum,Calla,palustris
CAIN2,Callirhoe involucrata (Torr. & A. Gray) A. Gray,purple poppymallow,Callirhoe,involucrata
CAHE2,Callitriche hermaphroditica L.,northern water-starwort,Callitriche,hermaphroditica
CAHE3,Callitriche heterophylla Pursh,twoheaded water-starwort,Callitriche,heterophylla
CAPA52,Callitriche palustris L.,vernal water-starwort,Callitriche,palustris
CATU5,"Calopogon tuberosus (L.) Britton, Sterns & Poggenb.",tuberous grasspink,Calopogon,tuberosus
CAPA5,Caltha palustris L.,yellow marsh marigold,Caltha,palustris
CASE12,Calylophus serrulatus (Nutt.) P.H. Raven,yellow sundrops,Calylophus,serrulatus
CABU,Calypso bulbosa (L.) Oakes,fairy slipper,Calypso,bulbosa
CASE13,Calystegia sepium (L.) R. Br.,hedge false bindweed,Calystegia,sepium
CASEA4,Calystegia sepium (L.) R. Br. ssp. appalachiana Brummitt,Appalachia false bindweed,Calystegia,sepium
CASP14,Calystegia spithamaea (L.) Pursh,low false bindweed,Calystegia,spithamaea
CASC5,Camassia scilloides (Raf.) Cory,Atlantic camas,Camassia,scilloides
CAAP2,Campanula aparinoides Pursh,marsh bellflower,Campanula,aparinoides
CARO2,Campanula rotundifolia L.,bluebell bellflower,Campanula,rotundifolia
CAAM18,Campanulastrum americanum (L.) Small,American bellflower,Campanulastrum,americanum
CARA2,Campsis radicans (L.) Seem. ex Bureau,trumpet creeper,Campsis,radicans
CAMO32,Canadanthus modestus (Lindl.) G.L. Nesom,giant mountain aster,Canadanthus,modestus
CABU3,"Cardamine bulbosa (Schreb. ex Muhl.) Britton, Sterns & Poggenb.",bulbous bittercress,Cardamine,bulbosa
CACO26,Cardamine concatenata (Michx.) Sw.,cutleaf toothwort,Cardamine,concatenata
CADI10,Cardamine diphylla (Michx.) Alph. Wood,crinkleroot,Cardamine,diphylla
CADO,Cardamine douglassii Britton,limestone bittercress,Cardamine,douglassii
CAMA36,Cardamine maxima (Nutt.) Alph. Wood,large toothwort,Cardamine,maxima
CAPA12,Cardamine parviflora L.,sand bittercress,Cardamine,parviflora
CAPE3,Cardamine pensylvanica Muhl. ex Willd.,Pennsylvania bittercress,Cardamine,pensylvanica
CAPR3,Cardamine pratensis L.,cuckoo flower,Cardamine,pratensis
CAKN,Carex ×knieskernii Dewey (pro sp.) [arctata × castanea],sedge,Carex,×knieskernii
CAAD2,Carex adusta Boott,lesser brown sedge,Carex,adusta
CAAG2,Carex aggregata Mack.,glomerate sedge,Carex,aggregata
CAAL3,Carex alata Torr.,broadwing sedge,Carex,alata
CAAL25,Carex albicans Willd. ex Spreng.,whitetinge sedge,Carex,albicans
CAALE,Carex albicans Willd. ex Spreng. var. emmonsii (Dewey ex Torr.) J. Rettig,Emmons' sedge,Carex,albicans
CAAL5,Carex albolutescens Schwein.,greenwhite sedge,Carex,albolutescens
CAAL11,Carex albursina Sheldon,white bear sedge,Carex,albursina
CAAL8,Carex alopecoidea Tuck.,foxtail sedge,Carex,alopecoidea
CAAM8,Carex amphibola Steud.,eastern narrowleaf sedge,Carex,amphibola
CAAN6,Carex annectens (E.P. Bicknell) E.P. Bicknell,yellowfruit sedge,Carex,annectens
CAAQ,Carex aquatilis Wahlenb.,water sedge,Carex,aquatilis
CAAR2,Carex arcta Boott,northern cluster sedge,Carex,arcta
CAAR3,Carex arctata Boott ex Hook.,drooping woodland sedge,Carex,arctata
CAAR4,Carex argyrantha Tuck.,hay sedge,Carex,argyrantha
CAAS2,Carex assiniboinensis W. Boott,Assiniboia sedge,Carex,assiniboinensis
CAAT2,Carex atherodes Spreng.,wheat sedge,Carex,atherodes
CAAT4,Carex atlantica L.H. Bailey,prickly bog sedge,Carex,atlantica
CAAT6,Carex atratiformis Britton,scrabrous black sedge,Carex,atratiformis
CAAU3,Carex aurea Nutt.,golden sedge,Carex,aurea
CABA3,Carex backii Boott,Back's sedge,Carex,backii
CABE2,Carex bebbii Olney ex Fernald,Bebb's sedge,Carex,bebbii
CABI3,Carex bicknellii Britton,Bicknell's sedge,Carex,bicknellii
CABL,Carex blanda Dewey,eastern woodland sedge,Carex,blanda
CABR10,Carex brevior (Dewey) Mack.,shortbeak sedge,Carex,brevior
CABR14,Carex bromoides Schkuhr ex Willd.,brome-like sedge,Carex,bromoides
CABR15,Carex brunnescens (Pers.) Poir.,brownish sedge,Carex,brunnescens
CABU5,Carex bushii Mack.,Bush's sedge,Carex,bushii
CABU6,Carex buxbaumii Wahlenb.,Buxbaum's sedge,Carex,buxbaumii
CACA11,Carex canescens L.,silvery sedge,Carex,canescens
CACA12,Carex capillaris L.,hair-like sedge,Carex,capillaris
CACA14,Carex careyana Torr. ex Dewey,Carey's sedge,Carex,careyana
CACA16,Carex castanea Wahlenb.,chestnut sedge,Carex,castanea
CACE2,Carex cephaloidea (Dewey) Dewey,thinleaf sedge,Carex,cephaloidea
CACE,Carex cephalophora Muhl. ex Willd.,oval-leaf sedge,Carex,cephalophora
CACH5,Carex chordorrhiza Ehrh. ex L. f.,creeping sedge,Carex,chordorrhiza
CACO7,Carex communis L.H. Bailey,fibrousroot sedge,Carex,communis
CACO8,Carex comosa Boott,longhair sedge,Carex,comosa
CACO10,Carex concinna R. Br.,low northern sedge,Carex,concinna
CACO13,Carex conjuncta Boott,soft fox sedge,Carex,conjuncta
CACO14,Carex conoidea Schkuhr ex Willd.,openfield sedge,Carex,conoidea
CACR3,Carex crawei Dewey,Crawe's sedge,Carex,crawei
CACR4,Carex crawfordii Fernald,Crawford's sedge,Carex,crawfordii
CACR6,Carex crinita Lam.,fringed sedge,Carex,crinita
CACR7,Carex cristatella Britton,crested sedge,Carex,cristatella
